"","Country/Region","date.x","var","value","value_new","population","Lat","Long","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","ActiveCases","Serious,Critical","Tot Cases/1M pop","Deaths/1M pop","TotalTests","Tests/1M pop","Continent","date.y"
"354","Kazakhstan",2020-04-10,"confirmed",812,31,18777000,33,43,812,31,10,2,64,738,21,43,0.5,61955,3300,"Asia","2020-04-10"
"355","Kazakhstan",2020-04-10,"deaths",10,2,18777000,22,66,812,31,10,2,64,738,21,43,0.5,61955,3300,"Asia","2020-04-10"
"356","Kazakhstan",2020-04-10,"recovered",64,6,18777000,46,47,812,31,10,2,64,738,21,43,0.5,61955,3300,"Asia","2020-04-10"
"357","Kenya",2020-04-10,"active",160,1,53771000,-0.0236,8,189,5,7,NA,22,160,2,4,0.1,5278,98,"Africa","2020-04-10"
"358","Kenya",2020-04-10,"confirmed",189,5,53771000,-0.0236,21,189,5,7,NA,22,160,2,4,0.1,5278,98,"Africa","2020-04-10"
"359","Kenya",2020-04-10,"deaths",7,NA,53771000,-0.0236,33,189,5,7,NA,22,160,2,4,0.1,5278,98,"Africa","2020-04-10"
"360","Kenya",2020-04-10,"recovered",22,3,53771000,-0.0236,21,189,5,7,NA,22,160,2,4,0.1,5278,98,"Africa","2020-04-10"
"361","Korea, South",2020-04-10,"active",3125,-162,51269000,6,38,10450,27,208,4,7117,3125,55,204,4,503051,9812,"Asia","2020-04-10"
"362","Korea, South",2020-04-10,"confirmed",10450,27,51269000,33,37,10450,27,208,4,7117,3125,55,204,4,503051,9812,"Asia","2020-04-10"
"363","Korea, South",2020-04-10,"deaths",208,4,51269000,35,57,10450,27,208,4,7117,3125,55,204,4,503051,9812,"Asia","2020-04-10"
"364","Korea, South",2020-04-10,"recovered",7117,197,51269000,13,53,10450,27,208,4,7117,3125,55,204,4,503051,9812,"Asia","2020-04-10"
"365","Kosovo",2020-04-10,"active",NA,0,1831000,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Kosovo",2020-04-10,"confirmed",NA,NA,1831000,29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Kosovo",2020-04-10,"deaths",NA,NA,1831000,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Kosovo",2020-04-10,"recovered",NA,0,1831000,23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Kuwait",2020-04-10,"active",869,55,4271000,13,36,993,83,1,NA,123,869,26,233,0.2,NA,NA,"Asia","2020-04-10"
"370","Kuwait",2020-04-10,"confirmed",993,83,4271000,26,46,993,83,1,NA,123,869,26,233,0.2,NA,NA,"Asia","2020-04-10"
"371","Kuwait",2020-04-10,"deaths",1,NA,4271000,27,44,993,83,1,NA,123,869,26,233,0.2,NA,NA,"Asia","2020-04-10"
"372","Kuwait",2020-04-10,"recovered",123,0,4271000,4,10,993,83,1,NA,123,869,26,233,0.2,NA,NA,"Asia","2020-04-10"
"373","Kyrgyzstan",2020-04-10,"active",258,8,6524000,40,60,298,18,5,1,35,258,5,46,0.8,9618,1474,"Asia","2020-04-10"
"374","Kyrgyzstan",2020-04-10,"confirmed",298,18,6524000,40,11,298,18,5,1,35,258,5,46,0.8,9618,1474,"Asia","2020-04-10"
"375","Kyrgyzstan",2020-04-10,"deaths",5,1,6524000,21,5,298,18,5,1,35,258,5,46,0.8,9618,1474,"Asia","2020-04-10"
"376","Kyrgyzstan",2020-04-10,"recovered",35,2,6524000,6,5,298,18,5,1,35,258,5,46,0.8,9618,1474,"Asia","2020-04-10"
"377","Laos",2020-04-10,"active",16,1,28436000,8,72,16,NA,NA,NA,NA,16,NA,2,NA,1035,142,"Asia","2020-04-10"
"378","Laos",2020-04-10,"confirmed",16,NA,28436000,5,39,16,NA,NA,NA,NA,16,NA,2,NA,1035,142,"Asia","2020-04-10"
"379","Laos",2020-04-10,"deaths",NA,NA,28436000,7,64,16,NA,NA,NA,NA,16,NA,2,NA,1035,142,"Asia","2020-04-10"
"380","Laos",2020-04-10,"recovered",NA,0,28436000,6,78,16,NA,NA,NA,NA,16,NA,2,NA,1035,142,"Asia","2020-04-10"
"381","Latvia",2020-04-10,"active",593,11,1886000,17,2,612,23,3,NA,16,593,3,324,2,26656,14132,"Europe","2020-04-10"
"382","Latvia",2020-04-10,"confirmed",612,23,1886000,16,4,612,23,3,NA,16,593,3,324,2,26656,14132,"Europe","2020-04-10"
"383","Latvia",2020-04-10,"deaths",3,NA,1886000,55,11,612,23,3,NA,16,593,3,324,2,26656,14132,"Europe","2020-04-10"
"384","Latvia",2020-04-10,"recovered",16,0,1886000,18,15,612,23,3,NA,16,593,3,324,2,26656,14132,"Europe","2020-04-10"
"385","Lebanon",2020-04-10,"active",513,1,6825000,24,20,609,27,20,1,76,513,28,89,3,13530,1982,"Asia","2020-04-10"
"386","Lebanon",2020-04-10,"confirmed",609,27,6825000,13,34,609,27,20,1,76,513,28,89,3,13530,1982,"Asia","2020-04-10"
"387","Lebanon",2020-04-10,"deaths",20,1,6825000,2,16,609,27,20,1,76,513,28,89,3,13530,1982,"Asia","2020-04-10"
"388","Lebanon",2020-04-10,"recovered",76,5,6825000,13,33,609,27,20,1,76,513,28,89,3,13530,1982,"Asia","2020-04-10"
"389","Liberia",2020-04-10,"active",29,0,5058000,2,-9.4295,37,6,5,1,3,29,NA,7,1,NA,NA,"Africa","2020-04-10"
"390","Liberia",2020-04-10,"confirmed",37,6,5058000,1,-9.4295,37,6,5,1,3,29,NA,7,1,NA,NA,"Africa","2020-04-10"
"391","Liberia",2020-04-10,"deaths",5,1,5058000,3,-9.4295,37,6,5,1,3,29,NA,7,1,NA,NA,"Africa","2020-04-10"
"392","Liberia",2020-04-10,"recovered",3,0,5058000,3,-9.4295,37,6,5,1,3,29,NA,7,1,NA,NA,"Africa","2020-04-10"
"393","Libya",2020-04-10,"active",15,3,6871000,8,8,24,NA,1,NA,8,15,NA,3,0.1,492,72,"Africa","2020-04-10"
"394","Libya",2020-04-10,"confirmed",24,NA,6871000,12,11,24,NA,1,NA,8,15,NA,3,0.1,492,72,"Africa","2020-04-10"
"395","Libya",2020-04-10,"deaths",1,NA,6871000,10,7,24,NA,1,NA,8,15,NA,3,0.1,492,72,"Africa","2020-04-10"
"396","Libya",2020-04-10,"recovered",8,0,6871000,8,12,24,NA,1,NA,8,15,NA,3,0.1,492,72,"Africa","2020-04-10"
"397","Liechtenstein",2020-04-10,"active",22,0,38000,47,5,78,NA,1,NA,55,22,NA,2046,26,900,23605,"Europe","2020-04-10"
"398","Liechtenstein",2020-04-10,"confirmed",78,NA,38000,20,5,78,NA,1,NA,55,22,NA,2046,26,900,23605,"Europe","2020-04-10"
"399","Liechtenstein",2020-04-10,"deaths",1,NA,38000,23,1,78,NA,1,NA,55,22,NA,2046,26,900,23605,"Europe","2020-04-10"
"400","Liechtenstein",2020-04-10,"recovered",55,0,38000,6,6,78,NA,1,NA,55,22,NA,2046,26,900,23605,"Europe","2020-04-10"
"401","Lithuania",2020-04-10,"active",923,42,2722000,21,4,999,44,22,6,54,923,14,367,8,36051,13243,"Europe","2020-04-10"
"402","Lithuania",2020-04-10,"confirmed",999,44,2722000,34,16,999,44,22,6,54,923,14,367,8,36051,13243,"Europe","2020-04-10"
"403","Lithuania",2020-04-10,"deaths",22,6,2722000,29,13,999,44,22,6,54,923,14,367,8,36051,13243,"Europe","2020-04-10"
"404","Lithuania",2020-04-10,"recovered",54,0,2722000,45,22,999,44,22,6,54,923,14,367,8,36051,13243,"Europe","2020-04-10"
"405","Luxembourg",2020-04-10,"active",2669,75,626000,39,3,3223,108,54,2,500,2669,30,5149,86,28273,45166,"Europe","2020-04-10"
"406","Luxembourg",2020-04-10,"confirmed",3223,108,626000,29,1,3223,108,54,2,500,2669,30,5149,86,28273,45166,"Europe","2020-04-10"
"407","Luxembourg",2020-04-10,"deaths",54,2,626000,25,2,3223,108,54,2,500,2669,30,5149,86,28273,45166,"Europe","2020-04-10"
"408","Luxembourg",2020-04-10,"recovered",500,0,626000,25,6,3223,108,54,2,500,2669,30,5149,86,28273,45166,"Europe","2020-04-10"
"409","Madagascar",2020-04-10,"active",82,0,27691000,-18.7669,11,93,NA,NA,NA,11,82,1,3,NA,NA,NA,"Africa","2020-04-10"
"410","Madagascar",2020-04-10,"confirmed",93,NA,27691000,-18.7669,32,93,NA,NA,NA,11,82,1,3,NA,NA,NA,"Africa","2020-04-10"
"411","Madagascar",2020-04-10,"deaths",NA,NA,27691000,-18.7669,1,93,NA,NA,NA,11,82,1,3,NA,NA,NA,"Africa","2020-04-10"
"412","Madagascar",2020-04-10,"recovered",11,0,27691000,-18.7669,43,93,NA,NA,NA,11,82,1,3,NA,NA,NA,"Africa","2020-04-10"
"413","Malawi",2020-04-10,"active",8,0,19130000,-13.254308,12,9,1,1,NA,NA,8,1,0.5,0.05,NA,NA,"Africa","2020-04-10"
"414","Malawi",2020-04-10,"confirmed",9,1,19130000,-13.254308,28,9,1,1,NA,NA,8,1,0.5,0.05,NA,NA,"Africa","2020-04-10"
"415","Malawi",2020-04-10,"deaths",1,NA,19130000,-13.254308,16,9,1,1,NA,NA,8,1,0.5,0.05,NA,NA,"Africa","2020-04-10"
"416","Malawi",2020-04-10,"recovered",NA,0,19130000,-13.254308,5,9,1,1,NA,NA,8,1,0.5,0.05,NA,NA,"Africa","2020-04-10"
"417","Malaysia",2020-04-10,"active",2446,-14,32366000,2,70,4346,118,70,3,1830,2446,69,134,2,69675,2153,"Asia","2020-04-10"
"418","Malaysia",2020-04-10,"confirmed",4346,118,32366000,2,54,4346,118,70,3,1830,2446,69,134,2,69675,2153,"Asia","2020-04-10"
"419","Malaysia",2020-04-10,"deaths",70,3,32366000,1,39,4346,118,70,3,1830,2446,69,134,2,69675,2153,"Asia","2020-04-10"
"420","Malaysia",2020-04-10,"recovered",1830,121,32366000,2,48,4346,118,70,3,1830,2446,69,134,2,69675,2153,"Asia","2020-04-10"
"421","Maldives",2020-04-10,"active",6,0,541000,1,2,19,NA,NA,NA,13,6,NA,35,NA,NA,NA,"Asia","2020-04-10"
"422","Maldives",2020-04-10,"confirmed",19,NA,541000,3,11,19,NA,NA,NA,13,6,NA,35,NA,NA,NA,"Asia","2020-04-10"
"423","Maldives",2020-04-10,"deaths",NA,NA,541000,1,32,19,NA,NA,NA,13,6,NA,35,NA,NA,NA,"Asia","2020-04-10"
"424","Maldives",2020-04-10,"recovered",13,0,541000,2,70,19,NA,NA,NA,13,6,NA,35,NA,NA,NA,"Asia","2020-04-10"
"425","Mali",2020-04-10,"active",58,9,20251000,7,-3.996166,87,13,7,NA,22,58,NA,4,0.3,NA,NA,"Africa","2020-04-10"
"426","Mali",2020-04-10,"confirmed",87,13,20251000,8,-3.996166,87,13,7,NA,22,58,NA,4,0.3,NA,NA,"Africa","2020-04-10"
"427","Mali",2020-04-10,"deaths",7,NA,20251000,3,-3.996166,87,13,7,NA,22,58,NA,4,0.3,NA,NA,"Africa","2020-04-10"
"428","Mali",2020-04-10,"recovered",22,6,20251000,11,-3.996166,87,13,7,NA,22,58,NA,4,0.3,NA,NA,"Africa","2020-04-10"
"429","Malta",2020-04-10,"active",332,37,442000,16,12,350,13,2,NA,16,332,4,793,5,13732,31100,"Europe","2020-04-10"
"430","Malta",2020-04-10,"confirmed",350,13,442000,15,11,350,13,2,NA,16,332,4,793,5,13732,31100,"Europe","2020-04-10"
"431","Malta",2020-04-10,"deaths",2,NA,442000,31,14,350,13,2,NA,16,332,4,793,5,13732,31100,"Europe","2020-04-10"
"432","Malta",2020-04-10,"recovered",16,0,442000,22,5,350,13,2,NA,16,332,4,793,5,13732,31100,"Europe","2020-04-10"
"433","Mauritania",2020-04-10,"active",4,1,4650000,19,4,7,NA,1,NA,2,4,NA,2,0.2,258,55,"Africa","2020-04-10"
"434","Mauritania",2020-04-10,"confirmed",7,NA,4650000,17,10,7,NA,1,NA,2,4,NA,2,0.2,258,55,"Africa","2020-04-10"
"435","Mauritania",2020-04-10,"deaths",1,NA,4650000,9,6,7,NA,1,NA,2,4,NA,2,0.2,258,55,"Africa","2020-04-10"
"436","Mauritania",2020-04-10,"recovered",2,0,4650000,3,4,7,NA,1,NA,2,4,NA,2,0.2,258,55,"Africa","2020-04-10"
"437","Mauritius",2020-04-10,"active",286,37,1272000,-20.2,52,318,4,9,2,23,286,3,250,7,6730,5292,"Africa","2020-04-10"
"438","Mauritius",2020-04-10,"confirmed",318,4,1272000,-20.2,1,318,4,9,2,23,286,3,250,7,6730,5292,"Africa","2020-04-10"
"439","Mauritius",2020-04-10,"deaths",9,2,1272000,-20.2,34,318,4,9,2,23,286,3,250,7,6730,5292,"Africa","2020-04-10"
"440","Mauritius",2020-04-10,"recovered",23,4,1272000,-20.2,18,318,4,9,2,23,286,3,250,7,6730,5292,"Africa","2020-04-10"
"441","Mexico",2020-04-10,"active",2614,363,128933000,4,-102.5528,3441,260,194,20,633,2614,89,27,2,31492,244,"North America","2020-04-10"
"442","Mexico",2020-04-10,"confirmed",3441,260,128933000,15,-102.5528,3441,260,194,20,633,2614,89,27,2,31492,244,"North America","2020-04-10"
"443","Mexico",2020-04-10,"deaths",194,20,128933000,2,-102.5528,3441,260,194,20,633,2614,89,27,2,31492,244,"North America","2020-04-10"
"444","Mexico",2020-04-10,"recovered",633,0,128933000,18,-102.5528,3441,260,194,20,633,2614,89,27,2,31492,244,"North America","2020-04-10"
"445","Moldova",2020-04-10,"active",1353,103,26378000,23,24,1438,149,29,NA,56,1353,80,356,7,6271,1555,"Europe","2020-04-10"
"446","Moldova",2020-04-10,"confirmed",1438,149,26378000,43,7,1438,149,29,NA,56,1353,80,356,7,6271,1555,"Europe","2020-04-10"
"447","Moldova",2020-04-10,"deaths",29,NA,26378000,43,2,1438,149,29,NA,56,1353,80,356,7,6271,1555,"Europe","2020-04-10"
"448","Moldova",2020-04-10,"recovered",56,10,26378000,26,23,1438,149,29,NA,56,1353,80,356,7,6271,1555,"Europe","2020-04-10"
"449","Monaco",2020-04-10,"active",84,2,39000,40,2,90,6,1,NA,5,84,4,2293,25,NA,NA,"Europe","2020-04-10"
"450","Monaco",2020-04-10,"confirmed",90,6,39000,41,4,90,6,1,NA,5,84,4,2293,25,NA,NA,"Europe","2020-04-10"
"451","Monaco",2020-04-10,"deaths",1,NA,39000,39,4,90,6,1,NA,5,84,4,2293,25,NA,NA,"Europe","2020-04-10"
"452","Monaco",2020-04-10,"recovered",5,1,39000,39,2,90,6,1,NA,5,84,4,2293,25,NA,NA,"Europe","2020-04-10"
"453","Mongolia",2020-04-10,"active",12,0,3278000,10,6,16,NA,NA,NA,4,12,NA,5,NA,NA,NA,"Asia","2020-04-10"
"454","Mongolia",2020-04-10,"confirmed",16,NA,3278000,35,9,16,NA,NA,NA,4,12,NA,5,NA,NA,NA,"Asia","2020-04-10"
"455","Mongolia",2020-04-10,"deaths",NA,NA,3278000,9,23,16,NA,NA,NA,4,12,NA,5,NA,NA,NA,"Asia","2020-04-10"
"456","Mongolia",2020-04-10,"recovered",4,0,3278000,8,53,16,NA,NA,NA,4,12,NA,5,NA,NA,NA,"Asia","2020-04-10"
"457","Montenegro",2020-04-10,"active",249,4,628000,24,14,255,3,2,NA,4,249,7,406,3,2329,3708,"Europe","2020-04-10"
"458","Montenegro",2020-04-10,"confirmed",255,3,628000,2,3,255,3,2,NA,4,249,7,406,3,2329,3708,"Europe","2020-04-10"
"459","Montenegro",2020-04-10,"deaths",2,NA,628000,16,12,255,3,2,NA,4,249,7,406,3,2329,3708,"Europe","2020-04-10"
"460","Montenegro",2020-04-10,"recovered",4,0,628000,21,16,255,3,2,NA,4,249,7,406,3,2329,3708,"Europe","2020-04-10"
"461","Morocco",2020-04-10,"active",1219,83,36911000,28,-7.0926,1448,74,107,10,122,1219,1,39,3,6854,186,"Africa","2020-04-10"
"462","Morocco",2020-04-10,"confirmed",1448,74,36911000,1,-7.0926,1448,74,107,10,122,1219,1,39,3,6854,186,"Africa","2020-04-10"
"463","Morocco",2020-04-10,"deaths",107,10,36911000,7,-7.0926,1448,74,107,10,122,1219,1,39,3,6854,186,"Africa","2020-04-10"
"464","Morocco",2020-04-10,"recovered",122,12,36911000,20,-7.0926,1448,74,107,10,122,1219,1,39,3,6854,186,"Africa","2020-04-10"
"465","Mozambique",2020-04-10,"active",18,0,31255000,-18.665695,30,20,3,NA,NA,2,18,NA,0.6,NA,483,15,"Africa","2020-04-10"
"466","Mozambique",2020-04-10,"confirmed",20,3,31255000,-18.665695,28,20,3,NA,NA,2,18,NA,0.6,NA,483,15,"Africa","2020-04-10"
"467","Mozambique",2020-04-10,"deaths",NA,NA,31255000,-18.665695,18,20,3,NA,NA,2,18,NA,0.6,NA,483,15,"Africa","2020-04-10"
"468","Mozambique",2020-04-10,"recovered",2,0,31255000,-18.665695,2,20,3,NA,NA,2,18,NA,0.6,NA,483,15,"Africa","2020-04-10"
"469","MS Zaandam",2020-04-10,"active",7,0,1164,0,0,9,NA,2,NA,NA,7,NA,NA,NA,NA,NA,"","2020-04-10"
"470","MS Zaandam",2020-04-10,"confirmed",9,NA,1164,0,0,9,NA,2,NA,NA,7,NA,NA,NA,NA,NA,"","2020-04-10"
"471","MS Zaandam",2020-04-10,"deaths",2,NA,1164,0,0,9,NA,2,NA,NA,7,NA,NA,NA,NA,NA,"","2020-04-10"
"472","MS Zaandam",2020-04-10,"recovered",NA,0,1164,0,0,9,NA,2,NA,NA,7,NA,NA,NA,NA,NA,"","2020-04-10"
"473","Namibia",2020-04-10,"active",13,0,2541000,-22.9576,10,16,NA,NA,NA,3,13,NA,6,NA,362,142,"Africa","2020-04-10"
"474","Namibia",2020-04-10,"confirmed",16,NA,2541000,-22.9576,15,16,NA,NA,NA,3,13,NA,6,NA,362,142,"Africa","2020-04-10"
"475","Namibia",2020-04-10,"deaths",NA,NA,2541000,-22.9576,15,16,NA,NA,NA,3,13,NA,6,NA,362,142,"Africa","2020-04-10"
"476","Namibia",2020-04-10,"recovered",3,0,2541000,-22.9576,16,16,NA,NA,NA,3,13,NA,6,NA,362,142,"Africa","2020-04-10"
"477","Nepal",2020-04-10,"active",8,0,29137000,19,37,9,NA,NA,NA,1,8,NA,0.3,NA,2895,99,"Asia","2020-04-10"
"478","Nepal",2020-04-10,"confirmed",9,NA,29137000,14,77,9,NA,NA,NA,1,8,NA,0.3,NA,2895,99,"Asia","2020-04-10"
"479","Nepal",2020-04-10,"deaths",NA,NA,29137000,6,63,9,NA,NA,NA,1,8,NA,0.3,NA,2895,99,"Asia","2020-04-10"
"480","Nepal",2020-04-10,"recovered",1,0,29137000,25,57,9,NA,NA,NA,1,8,NA,0.3,NA,2895,99,"Asia","2020-04-10"
"481","Netherlands",2020-04-10,"active",20336,1067,17135000,52.1326,5.2913,23097,1335,2511,115,250,20336,1424,1348,147,101534,5926,"Europe","2020-04-10"
"482","Netherlands",2020-04-10,"confirmed",23097,1335,17135000,18.0425,5.2913,23097,1335,2511,115,250,20336,1424,1348,147,101534,5926,"Europe","2020-04-10"
"483","Netherlands",2020-04-10,"deaths",2511,115,17135000,52.1326,-63.0548,23097,1335,2511,115,250,20336,1424,1348,147,101534,5926,"Europe","2020-04-10"
"484","Netherlands",2020-04-10,"recovered",250,6,17135000,12.5186,-68.2385,23097,1335,2511,115,250,20336,1424,1348,147,101534,5926,"Europe","2020-04-10"
"485","New Zealand",2020-04-10,"active",908,-6,4822000,-40.9006,38,1283,44,2,1,373,908,5,266,0.4,55685,11548,"Australia/Oceania","2020-04-10"
"486","New Zealand",2020-04-10,"confirmed",1283,44,4822000,-40.9006,172,1283,44,2,1,373,908,5,266,0.4,55685,11548,"Australia/Oceania","2020-04-10"
"487","New Zealand",2020-04-10,"deaths",2,1,4822000,-40.9006,90,1283,44,2,1,373,908,5,266,0.4,55685,11548,"Australia/Oceania","2020-04-10"
"488","New Zealand",2020-04-10,"recovered",373,35,4822000,-40.9006,2,1283,44,2,1,373,908,5,266,0.4,55685,11548,"Australia/Oceania","2020-04-10"
"489","Nicaragua",2020-04-10,"active",6,1,6625000,10,-85.2072,7,NA,1,NA,NA,6,NA,1,0.2,NA,NA,"North America","2020-04-10"
"490","Nicaragua",2020-04-10,"confirmed",7,NA,6625000,5,-85.2072,7,NA,1,NA,NA,6,NA,1,0.2,NA,NA,"North America","2020-04-10"
"491","Nicaragua",2020-04-10,"deaths",1,NA,6625000,10,-85.2072,7,NA,1,NA,NA,6,NA,1,0.2,NA,NA,"North America","2020-04-10"
"492","Nicaragua",2020-04-10,"recovered",NA,0,6625000,2,-85.2072,7,NA,1,NA,NA,6,NA,1,0.2,NA,NA,"North America","2020-04-10"
"493","Niger",2020-04-10,"active",359,56,24207000,2,1,410,NA,11,NA,40,359,NA,17,0.5,4251,176,"Africa","2020-04-10"
"494","Niger",2020-04-10,"confirmed",410,NA,24207000,17,2,410,NA,11,NA,40,359,NA,17,0.5,4251,176,"Africa","2020-04-10"
"495","Niger",2020-04-10,"deaths",11,NA,24207000,8,1,410,NA,11,NA,40,359,NA,17,0.5,4251,176,"Africa","2020-04-10"
"496","Niger",2020-04-10,"recovered",40,12,24207000,1,7,410,NA,11,NA,40,359,NA,17,0.5,4251,176,"Africa","2020-04-10"
"497","Nigeria",2020-04-10,"active",230,4,206140000,7,3,288,NA,7,NA,51,230,2,1,0.03,5000,24,"Africa","2020-04-10"
"498","Nigeria",2020-04-10,"confirmed",288,NA,206140000,5,2,288,NA,7,NA,51,230,2,1,0.03,5000,24,"Africa","2020-04-10"
"499","Nigeria",2020-04-10,"deaths",7,NA,206140000,9,2,288,NA,7,NA,51,230,2,1,0.03,5000,24,"Africa","2020-04-10"
"500","Nigeria",2020-04-10,"recovered",51,7,206140000,3,5,288,NA,7,NA,51,230,2,1,0.03,5000,24,"Africa","2020-04-10"
"501","North Macedonia",2020-04-10,"active",638,43,2083000,38,16,711,48,32,2,41,638,15,341,15,6571,3154,"Europe","2020-04-10"
"502","North Macedonia",2020-04-10,"confirmed",711,48,2083000,40,8,711,48,32,2,41,638,15,341,15,6571,3154,"Europe","2020-04-10"
"503","North Macedonia",2020-04-10,"deaths",32,2,2083000,4,4,711,48,32,2,41,638,15,341,15,6571,3154,"Europe","2020-04-10"
"504","North Macedonia",2020-04-10,"recovered",41,2,2083000,23,5,711,48,32,2,41,638,15,341,15,6571,3154,"Europe","2020-04-10"
"505","Norway",2020-04-10,"active",6154,118,5421000,56,2,6298,79,112,4,32,6154,70,1162,21,123170,22720,"Europe","2020-04-10"
"506","Norway",2020-04-10,"confirmed",6298,79,5421000,54,7,6298,79,112,4,32,6154,70,1162,21,123170,22720,"Europe","2020-04-10"
"507","Norway",2020-04-10,"deaths",112,4,5421000,54,5,6298,79,112,4,32,6154,70,1162,21,123170,22720,"Europe","2020-04-10"
"508","Norway",2020-04-10,"recovered",32,0,5421000,47,6,6298,79,112,4,32,6154,70,1162,21,123170,22720,"Europe","2020-04-10"
"509","Oman",2020-04-10,"active",372,0,5107000,9,24,484,27,3,NA,109,372,3,95,0.6,NA,NA,"Asia","2020-04-10"
"510","Oman",2020-04-10,"confirmed",484,27,5107000,3,16,484,27,3,NA,109,372,3,95,0.6,NA,NA,"Asia","2020-04-10"
"511","Oman",2020-04-10,"deaths",3,NA,5107000,7,50,484,27,3,NA,109,372,3,95,0.6,NA,NA,"Asia","2020-04-10"
"512","Oman",2020-04-10,"recovered",109,37,5107000,1,40,484,27,3,NA,109,372,3,95,0.6,NA,NA,"Asia","2020-04-10"
"513","Pakistan",2020-04-10,"active",3902,117,220892000,15,65,4695,206,66,1,727,3902,45,21,0.3,54706,248,"Asia","2020-04-10"
"514","Pakistan",2020-04-10,"confirmed",4695,206,220892000,11,26,4695,206,66,1,727,3902,45,21,0.3,54706,248,"Asia","2020-04-10"
"515","Pakistan",2020-04-10,"deaths",66,1,220892000,18,18,4695,206,66,1,727,3902,45,21,0.3,54706,248,"Asia","2020-04-10"
"516","Pakistan",2020-04-10,"recovered",727,105,220892000,21,29,4695,206,66,1,727,3902,45,21,0.3,54706,248,"Asia","2020-04-10"
"517","Panama",2020-04-10,"active",2670,275,4315000,3,-80.7821,2752,NA,66,NA,16,2670,107,638,15,11776,2729,"North America","2020-04-10"
"518","Panama",2020-04-10,"confirmed",2752,NA,4315000,7,-80.7821,2752,NA,66,NA,16,2670,107,638,15,11776,2729,"North America","2020-04-10"
"519","Panama",2020-04-10,"deaths",66,NA,4315000,2,-80.7821,2752,NA,66,NA,16,2670,107,638,15,11776,2729,"North America","2020-04-10"
"520","Panama",2020-04-10,"recovered",16,0,4315000,4,-80.7821,2752,NA,66,NA,16,2670,107,638,15,11776,2729,"North America","2020-04-10"
"521","Papua New Guinea",2020-04-10,"active",2,0,8947000,-6.315,56,2,NA,NA,NA,NA,2,NA,0.2,NA,72,8,"Australia/Oceania","2020-04-10"
"522","Papua New Guinea",2020-04-10,"confirmed",2,NA,8947000,-6.315,120,2,NA,NA,NA,NA,2,NA,0.2,NA,72,8,"Australia/Oceania","2020-04-10"
"523","Papua New Guinea",2020-04-10,"deaths",NA,NA,8947000,-6.315,125,2,NA,NA,NA,NA,2,NA,0.2,NA,72,8,"Australia/Oceania","2020-04-10"
"524","Papua New Guinea",2020-04-10,"recovered",NA,0,8947000,-6.315,128,2,NA,NA,NA,NA,2,NA,0.2,NA,72,8,"Australia/Oceania","2020-04-10"
"525","Paraguay",2020-04-10,"active",105,2,7133000,-23.4425,-58.4438,129,5,6,1,18,105,1,18,0.8,2262,317,"South America","2020-04-10"
"526","Paraguay",2020-04-10,"confirmed",129,5,7133000,-23.4425,-58.4438,129,5,6,1,18,105,1,18,0.8,2262,317,"South America","2020-04-10"
"527","Paraguay",2020-04-10,"deaths",6,1,7133000,-23.4425,-58.4438,129,5,6,1,18,105,1,18,0.8,2262,317,"South America","2020-04-10"
"528","Paraguay",2020-04-10,"recovered",18,3,7133000,-23.4425,-58.4438,129,5,6,1,18,105,1,18,0.8,2262,317,"South America","2020-04-10"
"529","Peru",2020-04-10,"active",3680,792,32972000,-9.19,-75.0152,5256,NA,138,NA,1438,3680,124,159,4,48465,1470,"South America","2020-04-10"
"530","Peru",2020-04-10,"confirmed",5256,NA,32972000,-9.19,-75.0152,5256,NA,138,NA,1438,3680,124,159,4,48465,1470,"South America","2020-04-10"
"531","Peru",2020-04-10,"deaths",138,NA,32972000,-9.19,-75.0152,5256,NA,138,NA,1438,3680,124,159,4,48465,1470,"South America","2020-04-10"
"532","Peru",2020-04-10,"recovered",1438,105,32972000,-9.19,-75.0152,5256,NA,138,NA,1438,3680,124,159,4,48465,1470,"South America","2020-04-10"
"533","Philippines",2020-04-10,"active",3834,157,109581000,10,51,4195,119,221,18,140,3834,1,38,2,24500,224,"Asia","2020-04-10"
"534","Philippines",2020-04-10,"confirmed",4195,119,109581000,3,17,4195,119,221,18,140,3834,1,38,2,24500,224,"Asia","2020-04-10"
"535","Philippines",2020-04-10,"deaths",221,18,109581000,4,55,4195,119,221,18,140,3834,1,38,2,24500,224,"Asia","2020-04-10"
"536","Philippines",2020-04-10,"recovered",140,28,109581000,2,38,4195,119,221,18,140,3834,1,38,2,24500,224,"Asia","2020-04-10"
"537","Poland",2020-04-10,"active",5456,293,37847000,51,16,5955,380,181,7,318,5456,160,157,5,118295,3126,"Europe","2020-04-10"
"538","Poland",2020-04-10,"confirmed",5955,380,37847000,48,2,5955,380,181,7,318,5456,160,157,5,118295,3126,"Europe","2020-04-10"
"539","Poland",2020-04-10,"deaths",181,7,37847000,19,16,5955,380,181,7,318,5456,160,157,5,118295,3126,"Europe","2020-04-10"
